month,high_temp,low_temp,mean,city
January,-11,-22,-16.5,brandon
February,-8,-20,-14.0,brandon
March,-1,-12,-6.5,brandon
April,10,-3,3.5,brandon
May,18,4,11.0,brandon
June,23,10,16.5,brandon
July,25,12,18.5,brandon
August,25,10,17.5,brandon
September,20,5,12.5,brandon
October,11,-2,4.5,brandon
November,0,-10,-5.0,brandon
December,-8,-19,-13.5,brandon
