month,high_temp,low_temp,mean,city
January,7,2,4.5,richmond
February,8,2,5.0,richmond
March,10,4,7.0,richmond
April,13,6,9.5,richmond
May,17,9,13.0,richmond
June,20,12,16.0,richmond
July,22,14,18.0,richmond
August,22,14,18.0,richmond
September,19,11,15.0,richmond
October,14,7,10.5,richmond
November,9,4,6.5,richmond
December,7,1,4.0,richmond
