month,high_temp,low_temp,mean,city
January,-5,-14,-9.5,mount-pearl
February,-6,-15,-10.5,mount-pearl
March,-1,-10,-5.5,mount-pearl
April,6,-4,1.0,mount-pearl
May,13,3,8.0,mount-pearl
June,19,9,14.0,mount-pearl
July,23,13,18.0,mount-pearl
August,21,13,17.0,mount-pearl
September,18,9,13.5,mount-pearl
October,10,3,6.5,mount-pearl
November,4,-4,0.0,mount-pearl
December,-4,-11,-7.5,mount-pearl
