month,precipitation,city
January,9.7,portage-la-prairie
February,7.4,portage-la-prairie
March,14.3,portage-la-prairie
April,14.2,portage-la-prairie
May,32.8,portage-la-prairie
June,44.2,portage-la-prairie
July,32.7,portage-la-prairie
August,22.1,portage-la-prairie
September,18,portage-la-prairie
October,13.9,portage-la-prairie
November,10.1,portage-la-prairie
December,11.8,portage-la-prairie
